Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
7,KSC,Crew Dragon Demo-1,"15,600 kg",LEO,,"Success
",,Success,3 December 2013,22:41
8,VAFB,SpaceX CRS-17,"12,530 kg",LEO,,"Success
",,Success,6 January 2014,22:06
9,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,18 April 2014,19:25
10,CCAFS,RADARSAT Constellation,"15,410 kg",LEO,,"Success
",,Success,14 July 2014,15:15
11,CCAFS,SpaceX CRS-18,"4,311 kg",MEO,,"Success
",,Success,5 August 2014,08:00
12,VAFB,AMOS-17,"5,000–6,000 kg",GTO,,"Success
",,Success,7 September 2014,05:00
13,CCAFS,Starlink,"14,932 kg",LEO,,"Success
",,Success,21 September 2014,05:52
14,CCAFS,SpaceX CRS-19,"~15,440 kg",LEO,,"Success
",,Success,10 January 2015,09:47
15,VAFB,JCSat-18,"3,130 kg",SSO,,"Success
",,Success,11 February 2015,23:03
16,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,2 March 2015,03:50
17,VAFB,Crew Dragon in-flight abort test,"15,600 kg",LEO,,"Success
",,Success,14 April 2015,20:10
18,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,27 April 2015,23:03
19,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,28 June 2015,14:21
20,VAFB,SpaceX CRS-20,"4,311 kg",MEO,,"Success
",,Success,22 December 2015,01:29
21,CCAFS,Starlink,"~12,500 kg",LEO,,"Success
",,Success,17 January 2016,18:42
22,KSC,Starlink,"1,192 kg",LEO,,"Success
",,Failure,4 March 2016,23:35
23,CCAFS,Crew Dragon Demo-2,"15,600 kg",LEO,,"Success
",,Success,8 April 2016,20:43
24,CCAFS,Starlink,"2,972 kg",LEO,,"Success
",,Success,6 May 2016,05:21
25,VAFB,Starlink,"7,000 kg",GTO,,"Success
",,Success,27 May 2016,21:39
26,CCAFS,GPS III,C,LEO,,"Success
",,Success,15 June 2016,14:29
27,CCAFS,ANASIS-II,"3,500 kg",GTO,,"Success
",,Success,18 July 2016,04:45
28,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,14 August 2016,05:26
29,CCAFS,Starlink,"~5,000 kg",SSO,,"Success
",,Success,14 January 2017,17:54
30,CCAFS,SAOCOM 1B,"15,600 kg",LEO,,"Success
",,Success,19 February 2017,14:39
31,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,16 March 2017,06:00
32,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,30 March 2017,22:27
33,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,1 May 2017,11:15
34,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,15 May 2017,23:21
35,CCAFS,GPS III,"15,600 kg",LEO,,"Success
",,Success,3 June 2017,21:07
36,KSC,Crew-1,"15,600 kg",LEO,,"Success
",,Failure,23 June 2017,19:10
37,KSC,Sentinel-6 Michael Freilich (Jason-CS A),"~13,000 kg",LEO,,Success,,Failure,25 June 2017,20:25
38,KSC,Starlink,"15,600 kg",LEO,,Success,,"No attempt
",5 July 2017,23:38
39,CCAFS,SpaceX CRS-21,"15,600 kg",LEO,,"Success
",,No attempt,14 August 2017,16:31
40,CCAFS,SXM-7,"15,600 kg",LEO,,"Success
",,"No attempt
",24 August 2017,18:51
41,CCAFS,NROL-108,"~14,000 kg",LEO,,Success,,Uncontrolled,7 September 2017,14:00
42,CCAFS,Türksat 5A,"15,600 kg",LEO,,Success,,No attempt,9 October 2017,12:37
43,KSC,Starlink,"3,328 kg",LEO,,Success,,No attempt,11 October 2017,22:53:00
44,CCAFS,Transporter-1,"7,000 kg",GTO,,"Success
",,Controlled,30 October 2017,19:34
45,CCAFS,Dragon Spacecraft Qualification Unit,0,LEO,,Success,,Controlled,15 December 2017,15:36
46,KSC,Dragon,0,LEO,,Success,,No attempt,23 December 2017,01:27
47,KSC,Dragon,525 kg,LEO,,Success,,"No attempt
",8 January 2018,01:00
48,KSC,SpaceX CRS-1,"4,700 kg",LEO,,Success,,Uncontrolled,31 January 2018,21:25
49,CCAFS,SpaceX CRS-2,"4,877 kg",LEO,,Success,,Failure ,22 February 2018,14:17
50,CCAFS,CASSIOPE,500 kg,Polar orbit,,"Success
",,Controlled,6 March 2018,05:33
51,KSC,SES-8,"3,170 kg",GTO,,"Success
",,No attempt,30 March 2018,14:14
52,VAFB,Thaicom 6,"3,325 kg",GTO,,"Success
",,Failure,2 April 2018,20:30
53,CCAFS,SpaceX CRS-3,"2,296 kg",LEO,,"Success
",,No attempt,18 April 2018,22:51
54,KSC,Orbcomm-OG2,"1,316 kg",LEO,,Failure,,Precluded,11 May 2018,20:14
55,CCSFS,AsiaSat 8,"4,535 kg",GTO,,"Success
",,Success,22 May 2018,19:47
56,KSC,AsiaSat 6,"4,428 kg",GTO,,"Success
",,Failure,4 June 2018,04:45
57,CCSFS,SpaceX CRS-4,"2,216 kg",LEO,,"Success
",,Failure,29 June 2018,09:42
58,KSC,SpaceX CRS-5,"2,395 kg",LEO,,Success,,Success,22 July 2018,05:50
59,CCSFS,DSCOVR,570 kg,HEO,,"Success
",,Success,25 July 2018,11:39
60,CCAFS,ABS-3A,"4,159 kg",GTO,,"Success
",,Success,7 August 2018,05:18
61,CCAFS,SpaceX CRS-6,"1,898 kg",LEO,,"Success
",,Failure,10 September 2018,04:45
62,CCAFS,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",GTO,,"Success
",,Success,8 October 2018,02:22
63,CCAFS,SpaceX CRS-7,"1,952 kg",LEO,,"Success
",,Success,15 November 2018,20:46
64,CCAFS,Orbcomm-OG2,"2,034 kg",LEO,,"Success
",,Success,3 December 2018,18:34:05
65,VAFB,Jason-3,553 kg,LEO,,"Success
",,Success,5 December 2018,18:16
66,CCAFS,SES-9,"5,271 kg",GTO,,"Success
",,No attempt,23 December 2018,13:51
67,CCAFS,SpaceX CRS-8,"3,136 kg",LEO,,Success,,Success,11 January 2019,15:31
68,Cape Canaveral,JCSAT-14,"4,696 kg",GTO,,"Success
",,Success,22 February 2019,01:45
69,Cape Canaveral,Thaicom 8,"3,100 kg",GTO,,"Success
",,No attempt,2 March 2019,07:49
70,Cape Canaveral,ABS-2A,"3,600 kg",GTO,,"Success
",,Success,4 May 2019,06:48
71,Cape Canaveral,SpaceX CRS-9,"2,257 kg",LEO,,"Success
",,Success,24 May 2019,02:30
72,Cape Canaveral,JCSAT-16,"4,600 kg",GTO,,"Success
",,Success,12 June 2019,14:17
73,Cape Canaveral,Iridium NEXT,"9,600 kg",Polar,,"Success
",,No attempt,25 July 2019,22:01
74,Cape Canaveral,SpaceX CRS-10,"2,490 kg",LEO,,"Success
",,Success,6 August 2019,23:23
75,Cape Canaveral,EchoStar 23,"5,600 kg",GTO,,"Success
",,Success,11 November 2019,14:56
76,Cape Canaveral,SES-10,"5,300 kg",GTO,,"Success
",,Success,5 December 2019,17:29
77,Cape Canaveral,NROL-76,C,LEO,,"Success
",,Success,17 December 2019,00:10
78,Cape Canaveral,Inmarsat-5 F4,"6,070 kg",GTO,,"Success
",,Success,7 January 2020,02:19:21
79,Cape Canaveral,SpaceX CRS-11,"2,708 kg",LEO,,"Success
",,Success,19 January 2020,15:30
80,VAFB,BulgariaSat-1,"3,669 kg",GTO,,"Success
",,Success,29 January 2020,14:07
81,Cape Canaveral,Iridium NEXT,"9,600 kg",LEO,,Success,,Controlled,17 February 2020,15:05
82,Cape Canaveral,Intelsat 35e,"6,761 kg",GTO,,Success,,Success,7 March 2020,04:50
83,Cape Canaveral,SpaceX CRS-12,"3,310 kg",LEO,,Success,,Controlled,18 March 2020,12:16
84,Cape Canaveral,Formosat-5,475 kg,SSO,,Success,,No attempt,22 April 2020,19:30
85,Cape Canaveral,Boeing X-37B,"4,990 kg",LEO,,Success,,No attempt,30 May 2020,19:22
86,Cape Canaveral,Iridium NEXT,"9,600 kg",Polar,,Success,,No attempt,4 June 2020,01:25
87,Cape Canaveral,SES-11,"5,200 kg",GTO,,Success,,No attempt,13 June 2020,09:21
88,VAFB,Koreasat 5A,"3,500 kg",GTO,,Success,,Success,30 June 2020,20:10:46
89,KSC,SpaceX CRS-13,"2,205 kg",LEO,,Success,,Success,20 July 2020,21:30
90,KSC,Iridium NEXT,"9,600 kg",Polar,,Success,,No attempt,7 August 2020,05:12
91,KSC,Zuma,C,LEO,,Success,,No attempt,18 August 2020,14:31
92,KSC,GovSat-1,"4,230 kg",GTO,,Success,,No attempt,30 August 2020,23:18
93,KSC,Paz,"2,150 kg",SSO,,Success,,Success,3 September 2020,12:46:14
94,KSC,Hispasat 30W-6,"6,092 kg",GTO,,Success,,Success,6 October 2020,11:29:34
95,KSC,Iridium NEXT,"9,600 kg",Polar,,Success,,Success,18 October 2020,12:25:57
96,VAFB,SpaceX CRS-14,"2,647 kg",LEO,,Success,,Success,24 October 2020,15:31:34
97,KSC,Transiting Exoplanet Survey Satellite,362 kg,HEO,,Success,,Success,5 November 2020,23:24:23
98,KSC,Bangabandhu-1,"3,600 kg",GTO,,Success,,Success,16 November 2020,00:27
99,VAFB,Iridium NEXT,"6,460 kg",Polar,,Success,,Success,21 November 2020,17:17:08
100,KSC,SES-12,"5,384 kg",GTO,,"Success
",,Failure,25 November 2020,02:13
101,VAFB,SpaceX CRS-15,"2,697 kg",LEO,,Success,,No attempt,6 December 2020,16:17:08
102,KSC,Telstar 19V,"7,075 kg",GTO,,"Success
",,Success,13 December 2020,17:30:00
103,KSC,Iridium NEXT,"9,600 kg",Polar,,"Success
",,Success,19 December 2020,14:00:00
104,Cape Canaveral,Merah Putih,"5,800 kg",GTO,,"Success
",,Success,8 January 2021,02:15
105,VAFB,Telstar 18V,"7,060 kg",GTO,,"Success
",,Success,20 January 2021,13:02
106,CCAFS,SAOCOM 1A,"3,000 kg",SSO,,"Success
",,Success,24 January 2021,15:00
107,CCAFS,Es'hail 2,"5,300 kg",GTO,,"Success
",,Success,4 February 2021,18:45
108,VAFB,SSO-A,"~4,000 kg",SSO,,"Success
",,Success,16 February 2021,15:43
109,CCAFS,SpaceX CRS-16,"2,500 kg",LEO,,"Success
",,No attempt,4 March 2021,07:44
110,VAFB,GPS III,"4,400 kg",MEO,,"Success
",,Success,11 March 2021,00:35
111,CCAFS,Iridium NEXT,"9,600 kg",Polar,,"Success
",,Success,14 March 2021,15:10
112,CCAFS,Nusantara Satu,"4,850 kg",GTO,,"Success
",,Success,24 March 2021,16:00
113,KSC,Crew Dragon Demo-1,"12,055 kg",LEO,,"Success
",,Success,7 April 2021,22:41
114,VAFB,SpaceX CRS-17,"2,495 kg",LEO,,"Success
",,"No attempt
",23 April 2021,22:06
115,CCAFS,Starlink,"13,620 kg",LEO,,"Success
",,Success,29 April 2021,19:25
116,CCAFS,RADARSAT Constellation,"4,200 kg",SSO,,"Success
",,Failure,4 May 2021,15:15
117,CCAFS,SpaceX CRS-18,"2,268 kg",LEO,,"Success
",,Success,9 May 2021,08:00
118,VAFB,AMOS-17,"6,500 kg",GTO,,"Success
",,Failure,15 May 2021,05:00
119,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,26 May 2021,05:52
120,CCAFS,SpaceX CRS-19,"2,617 kg",LEO,,"Success
",,Success,3 June 2021,09:47
121,VAFB,JCSat-18,"6,956 kg",GTO,,"Success
",,Success,6 June 2021,23:03
1,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,4 June 2010,03:50
2,VAFB,Crew Dragon in-flight abort test,"12,050 kg",Sub-orbital,,"Success
",,Success,8 December 2010,20:10
3,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,22 May 2012,23:03
4,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,8 October 2012,14:21
5,VAFB,SpaceX CRS-20,"1,977 kg",LEO,,"Success
",,Success,1 March 2013,01:29
6,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,29 September 2013,18:42
7,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,3 December 2013,23:35
8,CCAFS,Crew Dragon Demo-2,"12,530 kg",LEO,,"Success
",,Success,6 January 2014,20:43
9,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,18 April 2014,05:21
10,VAFB,Starlink,"15,410 kg",LEO,,"Success
",,Success,14 July 2014,21:39
11,CCAFS,GPS III,"4,311 kg",MEO,,"Success
",,Success,5 August 2014,14:29
12,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,,"Success
",,Success,7 September 2014,04:45
13,CCAFS,Starlink,"14,932 kg",LEO,,"Success
",,Success,21 September 2014,05:26
14,CCAFS,Starlink,"~15,440 kg",LEO,,"Success
",,Success,10 January 2015,17:54
15,CCAFS,SAOCOM 1B,"3,130 kg",SSO,,"Success
",,Success,11 February 2015,14:39
16,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,2 March 2015,06:00
17,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,14 April 2015,22:27
18,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,27 April 2015,11:15
19,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,28 June 2015,23:21
20,CCAFS,GPS III,"4,311 kg",MEO,,"Success
",,Success,22 December 2015,21:07
21,KSC,Crew-1,"~12,500 kg",LEO,,"Success
",,Success,17 January 2016,19:10
22,KSC,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,,"Success
",,Failure,4 March 2016,20:25
23,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,8 April 2016,23:38
24,CCAFS,SpaceX CRS-21,"2,972 kg",LEO,,"Success
",,Success,6 May 2016,16:31
25,CCAFS,SXM-7,"7,000 kg",GTO,,"Success
",,Success,27 May 2016,18:51
26,CCAFS,NROL-108,C,LEO,,"Success
",,Success,15 June 2016,14:00
27,CCAFS,Türksat 5A,"3,500 kg",GTO,,"Success
",,Success,18 July 2016,12:37
28,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,14 August 2016,22:53:00
29,CCAFS,Transporter-1,"~5,000 kg",SSO,,"Success
",,Success,14 January 2017,19:34
30,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,19 February 2017,15:36
31,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,16 March 2017,01:27
32,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,30 March 2017,01:00
33,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,1 May 2017,21:25
34,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,15 May 2017,14:17
35,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,3 June 2017,05:33
36,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Failure,23 June 2017,14:14
37,VAFB,Crew-2,"~13,000 kg",LEO,,Success,,Failure,25 June 2017,20:30
38,CCAFS,Starlink,"15,600 kg",LEO,,Success,,"No attempt
",5 July 2017,22:51
39,KSC,Starlink,"15,600 kg",LEO,,"Success
",,No attempt,14 August 2017,20:14
40,CCSFS,Starlink,"15,600 kg",LEO,,"Success
",,"No attempt
",24 August 2017,19:47
41,KSC,Starlink,"~14,000 kg",LEO,,Success,,Uncontrolled,7 September 2017,04:45
42,CCSFS,Starlink,"15,600 kg",LEO,,Success,,No attempt,9 October 2017,09:42
43,KSC,SpaceX CRS-22,"3,328 kg",LEO,,Success,,No attempt,11 October 2017,05:50
44,CCSFS,SXM-8,"7,000 kg",GTO,,"Success
",,Controlled,30 October 2017,11:39
45,CCAFS,Dragon Spacecraft Qualification Unit,0,LEO,,Success,,Controlled,15 December 2017,05:18
46,CCAFS,Dragon,0,LEO,,Success,,No attempt,23 December 2017,04:45
47,CCAFS,Dragon,525 kg,LEO,,Success,,"No attempt
",8 January 2018,02:22
48,CCAFS,SpaceX CRS-1,"4,700 kg",LEO,,Success,,Uncontrolled,31 January 2018,20:46
49,CCAFS,SpaceX CRS-2,"4,877 kg",LEO,,Success,,Failure ,22 February 2018,18:34:05
50,VAFB,CASSIOPE,500 kg,Polar orbit,,"Success
",,Controlled,6 March 2018,18:16
51,CCAFS,SES-8,"3,170 kg",GTO,,"Success
",,No attempt,30 March 2018,13:51
52,CCAFS,Thaicom 6,"3,325 kg",GTO,,"Success
",,Failure,2 April 2018,15:31
53,Cape Canaveral,SpaceX CRS-3,"2,296 kg",LEO,,"Success
",,No attempt,18 April 2018,01:45
54,Cape Canaveral,Orbcomm-OG2,"1,316 kg",LEO,,Failure,,Precluded,11 May 2018,07:49
55,Cape Canaveral,AsiaSat 8,"4,535 kg",GTO,,"Success
",,Success,22 May 2018,06:48
56,Cape Canaveral,AsiaSat 6,"4,428 kg",GTO,,"Success
",,Failure,4 June 2018,02:30
57,Cape Canaveral,SpaceX CRS-4,"2,216 kg",LEO,,"Success
",,Failure,29 June 2018,14:17
58,Cape Canaveral,SpaceX CRS-5,"2,395 kg",LEO,,Success,,Success,22 July 2018,22:01
59,Cape Canaveral,DSCOVR,570 kg,HEO,,"Success
",,Success,25 July 2018,23:23
60,Cape Canaveral,ABS-3A,"4,159 kg",GTO,,"Success
",,Success,7 August 2018,14:56
61,Cape Canaveral,SpaceX CRS-6,"1,898 kg",LEO,,"Success
",,Failure,10 September 2018,17:29
62,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",GTO,,"Success
",,Success,8 October 2018,00:10
63,Cape Canaveral,SpaceX CRS-7,"1,952 kg",LEO,,"Success
",,Success,15 November 2018,02:19:21
64,Cape Canaveral,Orbcomm-OG2,"2,034 kg",LEO,,"Success
",,Success,3 December 2018,15:30
65,VAFB,Jason-3,553 kg,LEO,,"Success
",,Success,5 December 2018,14:07
66,Cape Canaveral,SES-9,"5,271 kg",GTO,,"Success
",,No attempt,23 December 2018,15:05
67,Cape Canaveral,SpaceX CRS-8,"3,136 kg",LEO,,Success,,Success,11 January 2019,04:50
68,Cape Canaveral,JCSAT-14,"4,696 kg",GTO,,"Success
",,Success,22 February 2019,12:16
69,Cape Canaveral,Thaicom 8,"3,100 kg",GTO,,"Success
",,No attempt,2 March 2019,19:30
70,Cape Canaveral,ABS-2A,"3,600 kg",GTO,,"Success
",,Success,4 May 2019,19:22
71,Cape Canaveral,SpaceX CRS-9,"2,257 kg",LEO,,"Success
",,Success,24 May 2019,01:25
72,Cape Canaveral,JCSAT-16,"4,600 kg",GTO,,"Success
",,Success,12 June 2019,09:21
73,VAFB,Iridium NEXT,"9,600 kg",Polar,,"Success
",,No attempt,25 July 2019,20:10:46
74,KSC,SpaceX CRS-10,"2,490 kg",LEO,,"Success
",,Success,6 August 2019,21:30
75,KSC,EchoStar 23,"5,600 kg",GTO,,"Success
",,Success,11 November 2019,05:12
76,KSC,SES-10,"5,300 kg",GTO,,"Success
",,Success,5 December 2019,14:31
77,KSC,NROL-76,C,LEO,,"Success
",,Success,17 December 2019,23:18
78,KSC,Inmarsat-5 F4,"6,070 kg",GTO,,"Success
",,Success,7 January 2020,12:46:14
79,KSC,SpaceX CRS-11,"2,708 kg",LEO,,"Success
",,Success,19 January 2020,11:29:34
80,KSC,BulgariaSat-1,"3,669 kg",GTO,,"Success
",,Success,29 January 2020,12:25:57
81,VAFB,Iridium NEXT,"9,600 kg",LEO,,Success,,Controlled,17 February 2020,15:31:34
82,KSC,Intelsat 35e,"6,761 kg",GTO,,Success,,Success,7 March 2020,23:24:23
83,KSC,SpaceX CRS-12,"3,310 kg",LEO,,Success,,Controlled,18 March 2020,00:27
84,VAFB,Formosat-5,475 kg,SSO,,Success,,No attempt,22 April 2020,17:17:08
85,KSC,Boeing X-37B,"4,990 kg",LEO,,Success,,No attempt,30 May 2020,02:13
86,VAFB,Iridium NEXT,"9,600 kg",Polar,,Success,,No attempt,4 June 2020,16:17:08
87,KSC,SES-11,"5,200 kg",GTO,,Success,,No attempt,13 June 2020,17:30:00
88,KSC,Koreasat 5A,"3,500 kg",GTO,,Success,,Success,30 June 2020,14:00:00
89,Cape Canaveral,SpaceX CRS-13,"2,205 kg",LEO,,Success,,Success,20 July 2020,02:15
90,VAFB,Iridium NEXT,"9,600 kg",Polar,,Success,,No attempt,7 August 2020,13:02
91,CCAFS,Zuma,C,LEO,,Success,,No attempt,18 August 2020,15:00
92,CCAFS,GovSat-1,"4,230 kg",GTO,,Success,,No attempt,30 August 2020,06:19
93,VAFB,Paz,"2,150 kg",SSO,,Success,,Success,3 September 2020,03:59:37
94,CCAFS,Hispasat 30W-6,"6,092 kg",GTO,,Success,,Success,6 October 2020,08:24
95,VAFB,Iridium NEXT,"9,600 kg",Polar,,Success,,Success,18 October 2020,08:13:29
96,CCAFS,SpaceX CRS-14,"2,647 kg",LEO,,Success,,Success,24 October 2020,10:01
97,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,HEO,,Success,,Success,5 November 2020,08:28
98,KSC,Bangabandhu-1,"3,600 kg",GTO,,Success,,Success,16 November 2020,16:34
99,VAFB,Iridium NEXT,"6,460 kg",Polar,,Success,,Success,21 November 2020,9:49
100,CCAFS,SES-12,"5,384 kg",GTO,,"Success
",,Failure,25 November 2020,03:44
101,CCAFS,SpaceX CRS-15,"2,697 kg",LEO,,Success,,No attempt,6 December 2020,19:01
102,CCAFS,Telstar 19V,"7,075 kg",GTO,,"Success
",,Success,13 December 2020,06:42
103,VAFB,Iridium NEXT,"9,600 kg",Polar,,"Success
",,Success,19 December 2020,22:56
104,CCAFS,Merah Putih,"5,800 kg",GTO,,"Success
",,Success,8 January 2021,18:59
105,CCAFS,Telstar 18V,"7,060 kg",GTO,,"Success
",,Success,20 January 2021,17:29
106,VAFB,SAOCOM 1A,"3,000 kg",SSO,,"Success
",,Success,24 January 2021,04:26
107,KSC,Es'hail 2,"5,300 kg",GTO,,"Success
",,Success,4 June 2010,18:45
108,VAFB,SSO-A,"~4,000 kg",SSO,,"Success
",,Success,8 December 2010,15:43
109,CCAFS,SpaceX CRS-16,"2,500 kg",LEO,,"Success
",,No attempt,22 May 2012,07:44
110,CCAFS,GPS III,"4,400 kg",MEO,,"Success
",,Success,8 October 2012,00:35
111,VAFB,Iridium NEXT,"9,600 kg",Polar,,"Success
",,Success,1 March 2013,15:10
112,CCAFS,Nusantara Satu,"4,850 kg",GTO,,"Success
",,Success,29 September 2013,16:00
113,KSC,Crew Dragon Demo-1,"12,055 kg",LEO,,"Success
",,Success,3 December 2013,22:41
114,CCAFS,SpaceX CRS-17,"2,495 kg",LEO,,"Success
",,"No attempt
",6 January 2014,22:06
115,CCAFS,Starlink,"13,620 kg",LEO,,"Success
",,Success,18 April 2014,19:25
116,VAFB,RADARSAT Constellation,"4,200 kg",SSO,,"Success
",,Failure,14 July 2014,15:15
117,CCAFS,SpaceX CRS-18,"2,268 kg",LEO,,"Success
",,Success,5 August 2014,08:00
118,CCAFS,AMOS-17,"6,500 kg",GTO,,"Success
",,Failure,7 September 2014,05:00
119,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,21 September 2014,05:52
120,CCAFS,SpaceX CRS-19,"2,617 kg",LEO,,"Success
",,Success,10 January 2015,09:47
121,CCAFS,JCSat-18,"6,956 kg",GTO,,"Success
",,Success,11 February 2015,23:03
1,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,2 March 2015,03:50
2,KSC,Crew Dragon in-flight abort test,"12,050 kg",Sub-orbital,,"Success
",,Success,14 April 2015,20:10
3,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,27 April 2015,23:03
4,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,28 June 2015,14:21
5,CCAFS,SpaceX CRS-20,"1,977 kg",LEO,,"Success
",,Success,22 December 2015,01:29
6,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,17 January 2016,18:42
7,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,4 March 2016,23:35
8,KSC,Crew Dragon Demo-2,"12,530 kg",LEO,,"Success
",,Success,8 April 2016,20:43
9,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,6 May 2016,05:21
10,CCAFS,Starlink,"15,410 kg",LEO,,"Success
",,Success,27 May 2016,21:39
11,CCAFS,GPS III,"4,311 kg",MEO,,"Success
",,Success,15 June 2016,14:29
12,CCAFS,ANASIS-II,"5,000–6,000 kg",GTO,,"Success
",,Success,18 July 2016,04:45
13,KSC,Starlink,"14,932 kg",LEO,,"Success
",,Success,14 August 2016,05:26
14,CCAFS,Starlink,"~15,440 kg",LEO,,"Success
",,Success,14 January 2017,17:54
15,CCAFS,SAOCOM 1B,"3,130 kg",SSO,,"Success
",,Success,19 February 2017,14:39
16,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,16 March 2017,06:00
17,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,30 March 2017,22:27
18,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,1 May 2017,11:15
19,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,15 May 2017,23:21
20,CCAFS,GPS III,"4,311 kg",MEO,,"Success
",,Failure,3 June 2017,21:07
21,KSC,Crew-1,"~12,500 kg",LEO,,Success,,Failure,23 June 2017,19:10
22,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,,Success,,"No attempt
",25 June 2017,20:25
23,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,No attempt,5 July 2017,23:38
24,KSC,SpaceX CRS-21,"2,972 kg",LEO,,"Success
",,"No attempt
",14 August 2017,16:31
25,CCSFS,SXM-7,"7,000 kg",GTO,,Success,,Uncontrolled,24 August 2017,18:51
26,KSC,NROL-108,C,LEO,,Success,,No attempt,7 September 2017,14:00
27,CCSFS,Türksat 5A,"3,500 kg",GTO,,Success,,No attempt,9 October 2017,12:37
28,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Controlled,11 October 2017,22:53:00
29,CCSFS,Transporter-1,"~5,000 kg",SSO,,Success,,Controlled,30 October 2017,19:34
30,CCSFS,Starlink,0,LEO,,Success,,No attempt,15 December 2017,15:36
31,CCSFS,Starlink,0,LEO,,Success,,"No attempt
",23 December 2017,01:27
32,KSC,Starlink,525 kg,LEO,,Success,,Uncontrolled,8 January 2018,01:00
33,CCSFS,Starlink,"4,700 kg",LEO,,Success,,Failure ,31 January 2018,21:25
34,KSC,Starlink,"4,877 kg",LEO,,"Success
",,Controlled,22 February 2018,14:17
35,CCSFS,Starlink,500 kg,Polar orbit,,"Success
",,No attempt,6 March 2018,05:33
36,CCSFS,Starlink,"3,170 kg",GTO,,"Success
",,Failure,30 March 2018,14:14
37,KSC,Crew-2,"3,325 kg",GTO,,"Success
",,No attempt,2 April 2018,20:30
38,CCSFS,Starlink,"2,296 kg",LEO,,Failure,,Precluded,18 April 2018,22:51
39,KSC,Starlink,"1,316 kg",LEO,,"Success
",,Success,11 May 2018,20:14
40,CCSFS,Starlink,"4,535 kg",GTO,,"Success
",,Failure,22 May 2018,19:47
41,KSC,Starlink,"4,428 kg",GTO,,"Success
",,Failure,4 June 2018,04:45
42,CCSFS,Starlink,"2,216 kg",LEO,,Success,,Success,29 June 2018,09:42
43,KSC,SpaceX CRS-22,"2,395 kg",LEO,,"Success
",,Success,22 July 2018,05:50
44,CCSFS,SXM-8,570 kg,HEO,,"Success
",,Success,25 July 2018,11:39
45,CCAFS,Dragon Spacecraft Qualification Unit,"4,159 kg",GTO,,"Success
",,Failure,7 August 2018,05:18
46,CCAFS,Dragon,"1,898 kg",LEO,,"Success
",,Success,10 September 2018,04:45
47,CCAFS,Dragon,"4,707 kg",GTO,,"Success
",,Success,8 October 2018,02:22
48,CCAFS,SpaceX CRS-1,"1,952 kg",LEO,,"Success
",,Success,15 November 2018,20:46
